Inventory_ID,Snapshot_Date,Product_ID,Warehouse,Stock_Level,Reorder_Level,Stock_Value_SAR,Stock_Status,Year,Month
INV0001973,12/31/2019 0:00,PRD032,Dammam East,307,86,3794.52,Normal,2019,12
INV0001974,12/31/2019 0:00,PRD032,Qassim North,470,120,5809.2,Normal,2019,12
INV0001975,12/31/2019 0:00,PRD032,Abha South,319,96,3942.84,Normal,2019,12
INV0001976,12/31/2019 0:00,PRD033,Riyadh Central,268,99,4172.76,Normal,2019,12
INV0001977,12/31/2019 0:00,PRD033,Jeddah West,184,64,2864.88,Normal,2019,12
INV0001978,12/31/2019 0:00,PRD033,Dammam East,315,98,4904.55,Normal,2019,12
INV0001979,12/31/2019 0:00,PRD033,Qassim North,449,117,6990.93,Normal,2019,12
INV0001980,12/31/2019 0:00,PRD033,Abha South,81,26,1261.17,Normal,2019,12
INV0001981,1/31/2020 0:00,PRD001,Riyadh Central,418,143,3026.32,Normal,2020,1
INV0001982,1/31/2020 0:00,PRD001,Jeddah West,445,144,3221.8,Normal,2020,1
INV0001983,1/31/2020 0:00,PRD001,Dammam East,247,67,1788.28,Normal,2020,1
INV0001984,1/31/2020 0:00,PRD001,Qassim North,438,126,3171.12,Normal,2020,1
INV0001985,1/31/2020 0:00,PRD001,Abha South,357,116,2584.68,Normal,2020,1
INV0001986,1/31/2020 0:00,PRD002,Riyadh Central,391,93,1911.99,Normal,2020,1
INV0001987,1/31/2020 0:00,PRD002,Jeddah West,417,137,2039.13,Normal,2020,1
INV0001988,1/31/2020 0:00,PRD002,Dammam East,371,124,1814.19,Normal,2020,1
INV0001989,1/31/2020 0:00,PRD002,Qassim North,200,53,978,Normal,2020,1
INV0001990,1/31/2020 0:00,PRD002,Abha South,529,125,2586.81,Normal,2020,1
INV0001991,1/31/2020 0:00,PRD003,Riyadh Central,111,33,571.65,Normal,2020,1
INV0001992,1/31/2020 0:00,PRD003,Jeddah West,352,114,1812.8,Normal,2020,1
INV0001993,1/31/2020 0:00,PRD003,Dammam East,465,123,2394.75,Normal,2020,1
INV0001994,1/31/2020 0:00,PRD003,Qassim North,188,48,968.2,Normal,2020,1
INV0001995,1/31/2020 0:00,PRD003,Abha South,124,30,638.6,Normal,2020,1
INV0001996,1/31/2020 0:00,PRD004,Riyadh Central,103,24,1550.15,Normal,2020,1
INV0001997,1/31/2020 0:00,PRD004,Jeddah West,359,96,5402.95,Normal,2020,1
INV0001998,1/31/2020 0:00,PRD004,Dammam East,421,108,6336.05,Normal,2020,1
INV0001999,1/31/2020 0:00,PRD004,Qassim North,372,115,5598.6,Normal,2020,1
INV0002000,1/31/2020 0:00,PRD004,Abha South,207,53,3115.35,Normal,2020,1
INV0002001,1/31/2020 0:00,PRD005,Riyadh Central,290,70,725,Normal,2020,1
INV0002002,1/31/2020 0:00,PRD005,Jeddah West,296,92,740,Normal,2020,1
INV0002003,1/31/2020 0:00,PRD005,Dammam East,536,146,1340,Normal,2020,1
INV0002004,1/31/2020 0:00,PRD005,Qassim North,471,139,1177.5,Normal,2020,1
INV0002005,1/31/2020 0:00,PRD005,Abha South,162,42,405,Normal,2020,1
INV0002006,1/31/2020 0:00,PRD006,Riyadh Central,566,135,6678.8,Normal,2020,1
INV0002007,1/31/2020 0:00,PRD006,Jeddah West,404,120,4767.2,Normal,2020,1
INV0002008,1/31/2020 0:00,PRD006,Dammam East,265,61,3127,Normal,2020,1
INV0002009,1/31/2020 0:00,PRD006,Qassim North,291,76,3433.8,Normal,2020,1
INV0002010,1/31/2020 0:00,PRD006,Abha South,526,133,6206.8,Normal,2020,1
INV0002011,1/31/2020 0:00,PRD007,Riyadh Central,68,19,202.64,Normal,2020,1
INV0002012,1/31/2020 0:00,PRD007,Jeddah West,285,90,849.3,Normal,2020,1
INV0002013,1/31/2020 0:00,PRD007,Dammam East,227,53,676.46,Normal,2020,1
INV0002014,1/31/2020 0:00,PRD007,Qassim North,482,114,1436.36,Normal,2020,1
INV0002015,1/31/2020 0:00,PRD007,Abha South,489,147,1457.22,Normal,2020,1
INV0002016,1/31/2020 0:00,PRD008,Riyadh Central,461,131,5273.84,Normal,2020,1
INV0002017,1/31/2020 0:00,PRD008,Jeddah West,365,114,4175.6,Normal,2020,1
INV0002018,1/31/2020 0:00,PRD008,Dammam East,480,132,5491.2,Normal,2020,1
INV0002019,1/31/2020 0:00,PRD008,Qassim North,212,55,2425.28,Normal,2020,1
INV0002020,1/31/2020 0:00,PRD008,Abha South,263,63,3008.72,Normal,2020,1
INV0002021,1/31/2020 0:00,PRD009,Riyadh Central,502,146,2068.24,Normal,2020,1
INV0002022,1/31/2020 0:00,PRD009,Jeddah West,174,48,716.88,Normal,2020,1
INV0002023,1/31/2020 0:00,PRD009,Dammam East,325,80,1339,Normal,2020,1
INV0002024,1/31/2020 0:00,PRD009,Qassim North,69,21,284.28,Normal,2020,1
INV0002025,1/31/2020 0:00,PRD009,Abha South,60,18,247.2,Normal,2020,1
INV0002026,1/31/2020 0:00,PRD010,Riyadh Central,293,101,1769.72,Normal,2020,1
INV0002027,1/31/2020 0:00,PRD010,Jeddah West,353,82,2132.12,Normal,2020,1
INV0002028,1/31/2020 0:00,PRD010,Dammam East,543,133,3279.72,Normal,2020,1
INV0002029,1/31/2020 0:00,PRD010,Qassim North,259,70,1564.36,Normal,2020,1
INV0002030,1/31/2020 0:00,PRD010,Abha South,131,37,791.24,Normal,2020,1
INV0002031,1/31/2020 0:00,PRD011,Riyadh Central,71,17,430.97,Normal,2020,1
INV0002032,1/31/2020 0:00,PRD011,Jeddah West,450,126,2731.5,Normal,2020,1
INV0002033,1/31/2020 0:00,PRD011,Dammam East,412,102,2500.84,Normal,2020,1
INV0002034,1/31/2020 0:00,PRD011,Qassim North,202,52,1226.14,Normal,2020,1
INV0002035,1/31/2020 0:00,PRD011,Abha South,317,94,1924.19,Normal,2020,1
INV0002036,1/31/2020 0:00,PRD012,Riyadh Central,301,89,4418.68,Normal,2020,1
INV0002037,1/31/2020 0:00,PRD012,Jeddah West,81,19,1189.08,Normal,2020,1
INV0002038,1/31/2020 0:00,PRD012,Dammam East,178,48,2613.04,Normal,2020,1
INV0002039,1/31/2020 0:00,PRD012,Qassim North,411,135,6033.48,Normal,2020,1
INV0002040,1/31/2020 0:00,PRD012,Abha South,447,120,6561.96,Normal,2020,1
INV0002041,1/31/2020 0:00,PRD013,Riyadh Central,337,107,5705.41,Normal,2020,1
INV0002042,1/31/2020 0:00,PRD013,Jeddah West,436,109,7381.48,Normal,2020,1
INV0002043,1/31/2020 0:00,PRD013,Dammam East,275,89,4655.75,Normal,2020,1
INV0002044,1/31/2020 0:00,PRD013,Qassim North,540,145,9142.2,Normal,2020,1
INV0002045,1/31/2020 0:00,PRD013,Abha South,414,111,7009.02,Normal,2020,1
INV0002046,1/31/2020 0:00,PRD014,Riyadh Central,346,95,1768.06,Normal,2020,1
INV0002047,1/31/2020 0:00,PRD014,Jeddah West,65,16,332.15,Normal,2020,1
INV0002048,1/31/2020 0:00,PRD014,Dammam East,341,110,1742.51,Normal,2020,1
INV0002049,1/31/2020 0:00,PRD014,Qassim North,449,135,2294.39,Normal,2020,1
INV0002050,1/31/2020 0:00,PRD014,Abha South,442,130,2258.62,Normal,2020,1
INV0002051,1/31/2020 0:00,PRD015,Riyadh Central,410,112,7593.2,Normal,2020,1
INV0002052,1/31/2020 0:00,PRD015,Jeddah West,292,86,5407.84,Normal,2020,1
INV0002053,1/31/2020 0:00,PRD015,Dammam East,247,84,4574.44,Normal,2020,1
INV0002054,1/31/2020 0:00,PRD015,Qassim North,286,80,5296.72,Normal,2020,1
INV0002055,1/31/2020 0:00,PRD015,Abha South,69,18,1277.88,Normal,2020,1
INV0002056,1/31/2020 0:00,PRD016,Riyadh Central,414,115,1792.62,Normal,2020,1
INV0002057,1/31/2020 0:00,PRD016,Jeddah West,420,108,1818.6,Normal,2020,1
INV0002058,1/31/2020 0:00,PRD016,Dammam East,350,111,1515.5,Normal,2020,1
INV0002059,1/31/2020 0:00,PRD016,Qassim North,426,147,1844.58,Normal,2020,1
INV0002060,1/31/2020 0:00,PRD016,Abha South,184,44,796.72,Normal,2020,1
INV0002061,1/31/2020 0:00,PRD017,Riyadh Central,480,132,6614.4,Normal,2020,1
INV0002062,1/31/2020 0:00,PRD017,Jeddah West,375,124,5167.5,Normal,2020,1
INV0002063,1/31/2020 0:00,PRD017,Dammam East,489,114,6738.42,Normal,2020,1
INV0002064,1/31/2020 0:00,PRD017,Qassim North,60,17,826.8,Normal,2020,1
INV0002065,1/31/2020 0:00,PRD017,Abha South,237,71,3265.86,Normal,2020,1
INV0002066,1/31/2020 0:00,PRD018,Riyadh Central,397,114,6621.96,Normal,2020,1
INV0002067,1/31/2020 0:00,PRD018,Jeddah West,363,105,6054.84,Normal,2020,1
INV0002068,1/31/2020 0:00,PRD018,Dammam East,459,133,7656.12,Normal,2020,1
INV0002069,1/31/2020 0:00,PRD018,Qassim North,124,42,2068.32,Normal,2020,1
INV0002070,1/31/2020 0:00,PRD018,Abha South,382,112,6371.76,Normal,2020,1
INV0002071,1/31/2020 0:00,PRD019,Riyadh Central,441,106,3642.66,Normal,2020,1
INV0002072,1/31/2020 0:00,PRD019,Jeddah West,274,67,2263.24,Normal,2020,1
INV0002073,1/31/2020 0:00,PRD019,Dammam East,267,62,2205.42,Normal,2020,1
INV0002074,1/31/2020 0:00,PRD019,Qassim North,203,51,1676.78,Normal,2020,1
INV0002075,1/31/2020 0:00,PRD019,Abha South,362,102,2990.12,Normal,2020,1
INV0002076,1/31/2020 0:00,PRD020,Riyadh Central,112,38,482.72,Normal,2020,1
INV0002077,1/31/2020 0:00,PRD020,Jeddah West,577,139,2486.87,Normal,2020,1
INV0002078,1/31/2020 0:00,PRD020,Dammam East,432,146,1861.92,Normal,2020,1
INV0002079,1/31/2020 0:00,PRD020,Qassim North,48,15,206.88,Normal,2020,1
INV0002080,1/31/2020 0:00,PRD020,Abha South,206,61,887.86,Normal,2020,1
INV0002081,1/31/2020 0:00,PRD021,Riyadh Central,274,77,1041.2,Normal,2020,1
INV0002082,1/31/2020 0:00,PRD021,Jeddah West,472,110,1793.6,Normal,2020,1
INV0002083,1/31/2020 0:00,PRD021,Dammam East,221,51,839.8,Normal,2020,1
INV0002084,1/31/2020 0:00,PRD021,Qassim North,360,113,1368,Normal,2020,1
INV0002085,1/31/2020 0:00,PRD021,Abha South,440,110,1672,Normal,2020,1
INV0002086,1/31/2020 0:00,PRD022,Riyadh Central,426,107,3292.98,Normal,2020,1
INV0002087,1/31/2020 0:00,PRD022,Jeddah West,341,102,2635.93,Normal,2020,1
INV0002088,1/31/2020 0:00,PRD022,Dammam East,377,105,2914.21,Normal,2020,1
INV0002089,1/31/2020 0:00,PRD022,Qassim North,359,99,2775.07,Normal,2020,1
INV0002090,1/31/2020 0:00,PRD022,Abha South,293,72,2264.89,Normal,2020,1
INV0002091,1/31/2020 0:00,PRD023,Riyadh Central,357,116,3473.61,Normal,2020,1
INV0002092,1/31/2020 0:00,PRD023,Jeddah West,408,106,3969.84,Normal,2020,1
INV0002093,1/31/2020 0:00,PRD023,Dammam East,271,71,2636.83,Normal,2020,1
INV0002094,1/31/2020 0:00,PRD023,Qassim North,261,75,2539.53,Normal,2020,1
INV0002095,1/31/2020 0:00,PRD023,Abha South,100,32,973,Normal,2020,1
INV0002096,1/31/2020 0:00,PRD024,Riyadh Central,307,99,3076.14,Normal,2020,1
INV0002097,1/31/2020 0:00,PRD024,Jeddah West,187,63,1873.74,Normal,2020,1
INV0002098,1/31/2020 0:00,PRD024,Dammam East,291,83,2915.82,Normal,2020,1
INV0002099,1/31/2020 0:00,PRD024,Qassim North,341,102,3416.82,Normal,2020,1
INV0002100,1/31/2020 0:00,PRD024,Abha South,470,129,4709.4,Normal,2020,1
INV0002101,1/31/2020 0:00,PRD025,Riyadh Central,348,119,3542.64,Normal,2020,1
INV0002102,1/31/2020 0:00,PRD025,Jeddah West,140,45,1425.2,Normal,2020,1
INV0002103,1/31/2020 0:00,PRD025,Dammam East,528,136,5375.04,Normal,2020,1
INV0002104,1/31/2020 0:00,PRD025,Qassim North,273,94,2779.14,Normal,2020,1
INV0002105,1/31/2020 0:00,PRD025,Abha South,385,131,3919.3,Normal,2020,1
INV0002106,1/31/2020 0:00,PRD026,Riyadh Central,377,112,3502.33,Normal,2020,1
INV0002107,1/31/2020 0:00,PRD026,Jeddah West,476,121,4422.04,Normal,2020,1
INV0002108,1/31/2020 0:00,PRD026,Dammam East,106,35,984.74,Normal,2020,1
INV0002109,1/31/2020 0:00,PRD026,Qassim North,301,72,2796.29,Normal,2020,1
INV0002110,1/31/2020 0:00,PRD026,Abha South,214,66,1988.06,Normal,2020,1
INV0002111,1/31/2020 0:00,PRD027,Riyadh Central,460,108,8073,Normal,2020,1
INV0002112,1/31/2020 0:00,PRD027,Jeddah West,470,115,8248.5,Normal,2020,1
INV0002113,1/31/2020 0:00,PRD027,Dammam East,449,104,7879.95,Normal,2020,1
INV0002114,1/31/2020 0:00,PRD027,Qassim North,427,99,7493.85,Normal,2020,1
INV0002115,1/31/2020 0:00,PRD027,Abha South,140,44,2457,Normal,2020,1
INV0002116,1/31/2020 0:00,PRD028,Riyadh Central,384,96,5529.6,Normal,2020,1
INV0002117,1/31/2020 0:00,PRD028,Jeddah West,180,57,2592,Normal,2020,1
INV0002118,1/31/2020 0:00,PRD028,Dammam East,424,135,6105.6,Normal,2020,1
INV0002119,1/31/2020 0:00,PRD028,Qassim North,408,98,5875.2,Normal,2020,1
INV0002120,1/31/2020 0:00,PRD028,Abha South,508,124,7315.2,Normal,2020,1
INV0002121,1/31/2020 0:00,PRD029,Riyadh Central,315,98,3663.45,Normal,2020,1
INV0002122,1/31/2020 0:00,PRD029,Jeddah West,327,102,3803.01,Normal,2020,1
INV0002123,1/31/2020 0:00,PRD029,Dammam East,198,60,2302.74,Normal,2020,1
INV0002124,1/31/2020 0:00,PRD029,Qassim North,345,93,4012.35,Normal,2020,1
INV0002125,1/31/2020 0:00,PRD029,Abha South,110,35,1279.3,Normal,2020,1
INV0002126,1/31/2020 0:00,PRD030,Riyadh Central,453,134,3741.78,Normal,2020,1
INV0002127,1/31/2020 0:00,PRD030,Jeddah West,131,36,1082.06,Normal,2020,1
INV0002128,1/31/2020 0:00,PRD030,Dammam East,273,87,2254.98,Normal,2020,1
INV0002129,1/31/2020 0:00,PRD030,Qassim North,157,41,1296.82,Normal,2020,1
INV0002130,1/31/2020 0:00,PRD030,Abha South,602,146,4972.52,Normal,2020,1
INV0002131,1/31/2020 0:00,PRD031,Riyadh Central,623,147,7002.52,Normal,2020,1
INV0002132,1/31/2020 0:00,PRD031,Jeddah West,488,149,5485.12,Normal,2020,1
INV0002133,1/31/2020 0:00,PRD031,Dammam East,367,95,4125.08,Normal,2020,1
INV0002134,1/31/2020 0:00,PRD031,Qassim North,69,16,775.56,Normal,2020,1
INV0002135,1/31/2020 0:00,PRD031,Abha South,327,87,3675.48,Normal,2020,1
INV0002136,1/31/2020 0:00,PRD032,Riyadh Central,414,105,5117.04,Normal,2020,1
INV0002137,1/31/2020 0:00,PRD032,Jeddah West,329,105,4066.44,Normal,2020,1
INV0002138,1/31/2020 0:00,PRD032,Dammam East,440,135,5438.4,Normal,2020,1
INV0002139,1/31/2020 0:00,PRD032,Qassim North,546,128,6748.56,Normal,2020,1
INV0002140,1/31/2020 0:00,PRD032,Abha South,414,134,5117.04,Normal,2020,1
INV0002141,1/31/2020 0:00,PRD033,Riyadh Central,362,86,5636.34,Normal,2020,1
INV0002142,1/31/2020 0:00,PRD033,Jeddah West,354,103,5511.78,Normal,2020,1
INV0002143,1/31/2020 0:00,PRD033,Dammam East,505,126,7862.85,Normal,2020,1
INV0002144,1/31/2020 0:00,PRD033,Qassim North,87,20,1354.59,Normal,2020,1
INV0002145,1/31/2020 0:00,PRD033,Abha South,181,48,2818.17,Normal,2020,1
INV0002146,2/29/2020 0:00,PRD001,Riyadh Central,328,111,2374.72,Normal,2020,2
INV0002147,2/29/2020 0:00,PRD001,Jeddah West,293,70,2121.32,Normal,2020,2
INV0002148,2/29/2020 0:00,PRD001,Dammam East,402,128,2910.48,Normal,2020,2
INV0002149,2/29/2020 0:00,PRD001,Qassim North,310,105,2244.4,Normal,2020,2
INV0002150,2/29/2020 0:00,PRD001,Abha South,134,43,970.16,Normal,2020,2
INV0002151,2/29/2020 0:00,PRD002,Riyadh Central,453,120,2215.17,Normal,2020,2
INV0002152,2/29/2020 0:00,PRD002,Jeddah West,286,77,1398.54,Normal,2020,2
INV0002153,2/29/2020 0:00,PRD002,Dammam East,356,95,1740.84,Normal,2020,2
INV0002154,2/29/2020 0:00,PRD002,Qassim North,155,50,757.95,Normal,2020,2
INV0002155,2/29/2020 0:00,PRD002,Abha South,176,49,860.64,Normal,2020,2
INV0002156,2/29/2020 0:00,PRD003,Riyadh Central,109,37,561.35,Normal,2020,2
INV0002157,2/29/2020 0:00,PRD003,Jeddah West,621,147,3198.15,Normal,2020,2
INV0002158,2/29/2020 0:00,PRD003,Dammam East,215,68,1107.25,Normal,2020,2
INV0002159,2/29/2020 0:00,PRD003,Qassim North,327,87,1684.05,Normal,2020,2
INV0002160,2/29/2020 0:00,PRD003,Abha South,119,27,612.85,Normal,2020,2
INV0002161,2/29/2020 0:00,PRD004,Riyadh Central,427,122,6426.35,Normal,2020,2
INV0002162,2/29/2020 0:00,PRD004,Jeddah West,428,133,6441.4,Normal,2020,2
INV0002163,2/29/2020 0:00,PRD004,Dammam East,397,101,5974.85,Normal,2020,2
INV0002164,2/29/2020 0:00,PRD004,Qassim North,356,84,5357.8,Normal,2020,2
INV0002165,2/29/2020 0:00,PRD004,Abha South,336,100,5056.8,Normal,2020,2
INV0002166,2/29/2020 0:00,PRD005,Riyadh Central,387,99,967.5,Normal,2020,2
INV0002167,2/29/2020 0:00,PRD005,Jeddah West,57,17,142.5,Normal,2020,2
INV0002168,2/29/2020 0:00,PRD005,Dammam East,310,78,775,Normal,2020,2
INV0002169,2/29/2020 0:00,PRD005,Qassim North,402,132,1005,Normal,2020,2
INV0002170,2/29/2020 0:00,PRD005,Abha South,447,144,1117.5,Normal,2020,2
INV0002171,2/29/2020 0:00,PRD006,Riyadh Central,84,21,991.2,Normal,2020,2
INV0002172,2/29/2020 0:00,PRD006,Jeddah West,447,113,5274.6,Normal,2020,2
INV0002173,2/29/2020 0:00,PRD006,Dammam East,341,114,4023.8,Normal,2020,2
INV0002174,2/29/2020 0:00,PRD006,Qassim North,275,90,3245,Normal,2020,2
INV0002175,2/29/2020 0:00,PRD006,Abha South,335,98,3953,Normal,2020,2
INV0002176,2/29/2020 0:00,PRD007,Riyadh Central,158,50,470.84,Normal,2020,2
INV0002177,2/29/2020 0:00,PRD007,Jeddah West,288,68,858.24,Normal,2020,2
INV0002178,2/29/2020 0:00,PRD007,Dammam East,593,139,1767.14,Normal,2020,2
INV0002179,2/29/2020 0:00,PRD007,Qassim North,159,44,473.82,Normal,2020,2
INV0002180,2/29/2020 0:00,PRD007,Abha South,390,111,1162.2,Normal,2020,2
INV0002181,2/29/2020 0:00,PRD008,Riyadh Central,439,123,5022.16,Normal,2020,2
INV0002182,2/29/2020 0:00,PRD008,Jeddah West,122,40,1395.68,Normal,2020,2
INV0002183,2/29/2020 0:00,PRD008,Dammam East,421,115,4816.24,Normal,2020,2
INV0002184,2/29/2020 0:00,PRD008,Qassim North,303,73,3466.32,Normal,2020,2
INV0002185,2/29/2020 0:00,PRD008,Abha South,367,117,4198.48,Normal,2020,2
INV0002186,2/29/2020 0:00,PRD009,Riyadh Central,276,70,1137.12,Normal,2020,2
INV0002187,2/29/2020 0:00,PRD009,Jeddah West,290,72,1194.8,Normal,2020,2
INV0002188,2/29/2020 0:00,PRD009,Dammam East,291,77,1198.92,Normal,2020,2
INV0002189,2/29/2020 0:00,PRD009,Qassim North,125,30,515,Normal,2020,2
INV0002190,2/29/2020 0:00,PRD009,Abha South,119,30,490.28,Normal,2020,2
INV0002191,2/29/2020 0:00,PRD010,Riyadh Central,248,80,1497.92,Normal,2020,2
INV0002192,2/29/2020 0:00,PRD010,Jeddah West,144,47,869.76,Normal,2020,2
INV0002193,2/29/2020 0:00,PRD010,Dammam East,368,88,2222.72,Normal,2020,2
INV0002194,2/29/2020 0:00,PRD010,Qassim North,141,40,851.64,Normal,2020,2
INV0002195,2/29/2020 0:00,PRD010,Abha South,431,111,2603.24,Normal,2020,2
INV0002196,2/29/2020 0:00,PRD011,Riyadh Central,349,96,2118.43,Normal,2020,2
INV0002197,2/29/2020 0:00,PRD011,Jeddah West,356,96,2160.92,Normal,2020,2
INV0002198,2/29/2020 0:00,PRD011,Dammam East,54,16,327.78,Normal,2020,2
INV0002199,2/29/2020 0:00,PRD011,Qassim North,301,78,1827.07,Normal,2020,2
INV0002200,2/29/2020 0:00,PRD011,Abha South,394,133,2391.58,Normal,2020,2
INV0002201,2/29/2020 0:00,PRD012,Riyadh Central,237,61,3479.16,Normal,2020,2
INV0002202,2/29/2020 0:00,PRD012,Jeddah West,136,44,1996.48,Normal,2020,2
INV0002203,2/29/2020 0:00,PRD012,Dammam East,273,79,4007.64,Normal,2020,2
INV0002204,2/29/2020 0:00,PRD012,Qassim North,366,93,5372.88,Normal,2020,2
INV0002205,2/29/2020 0:00,PRD012,Abha South,329,92,4829.72,Normal,2020,2
INV0002206,2/29/2020 0:00,PRD013,Riyadh Central,222,62,3758.46,Normal,2020,2
INV0002207,2/29/2020 0:00,PRD013,Jeddah West,291,69,4926.63,Normal,2020,2
INV0002208,2/29/2020 0:00,PRD013,Dammam East,262,82,4435.66,Normal,2020,2
INV0002209,2/29/2020 0:00,PRD013,Qassim North,235,55,3978.55,Normal,2020,2
INV0002210,2/29/2020 0:00,PRD013,Abha South,497,148,8414.21,Normal,2020,2
INV0002211,2/29/2020 0:00,PRD014,Riyadh Central,221,52,1129.31,Normal,2020,2
INV0002212,2/29/2020 0:00,PRD014,Jeddah West,164,54,838.04,Normal,2020,2
INV0002213,2/29/2020 0:00,PRD014,Dammam East,230,57,1175.3,Normal,2020,2
INV0002214,2/29/2020 0:00,PRD014,Qassim North,134,41,684.74,Normal,2020,2
INV0002215,2/29/2020 0:00,PRD014,Abha South,518,125,2646.98,Normal,2020,2
INV0002216,2/29/2020 0:00,PRD015,Riyadh Central,90,26,1666.8,Normal,2020,2
INV0002217,2/29/2020 0:00,PRD015,Jeddah West,290,99,5370.8,Normal,2020,2
INV0002218,2/29/2020 0:00,PRD015,Dammam East,550,136,10186,Normal,2020,2
INV0002219,2/29/2020 0:00,PRD015,Qassim North,431,145,7982.12,Normal,2020,2
INV0002220,2/29/2020 0:00,PRD015,Abha South,431,139,7982.12,Normal,2020,2
INV0002221,2/29/2020 0:00,PRD016,Riyadh Central,520,124,2251.6,Normal,2020,2
INV0002222,2/29/2020 0:00,PRD016,Jeddah West,211,48,913.63,Normal,2020,2
INV0002223,2/29/2020 0:00,PRD016,Dammam East,97,24,420.01,Normal,2020,2
INV0002224,2/29/2020 0:00,PRD016,Qassim North,366,99,1584.78,Normal,2020,2
INV0002225,2/29/2020 0:00,PRD016,Abha South,294,71,1273.02,Normal,2020,2
INV0002226,2/29/2020 0:00,PRD017,Riyadh Central,83,21,1143.74,Normal,2020,2
INV0002227,2/29/2020 0:00,PRD017,Jeddah West,325,102,4478.5,Normal,2020,2
INV0002228,2/29/2020 0:00,PRD017,Dammam East,180,52,2480.4,Normal,2020,2
INV0002229,2/29/2020 0:00,PRD017,Qassim North,574,139,7909.72,Normal,2020,2
INV0002230,2/29/2020 0:00,PRD017,Abha South,357,120,4919.46,Normal,2020,2
INV0002231,2/29/2020 0:00,PRD018,Riyadh Central,81,23,1351.08,Normal,2020,2
INV0002232,2/29/2020 0:00,PRD018,Jeddah West,233,73,3886.44,Normal,2020,2
INV0002233,2/29/2020 0:00,PRD018,Dammam East,301,82,5020.68,Normal,2020,2
INV0002234,2/29/2020 0:00,PRD018,Qassim North,90,25,1501.2,Normal,2020,2
INV0002235,2/29/2020 0:00,PRD018,Abha South,128,32,2135.04,Normal,2020,2
INV0002236,2/29/2020 0:00,PRD019,Riyadh Central,369,107,3047.94,Normal,2020,2
INV0002237,2/29/2020 0:00,PRD019,Jeddah West,148,45,1222.48,Normal,2020,2
INV0002238,2/29/2020 0:00,PRD019,Dammam East,426,126,3518.76,Normal,2020,2
INV0002239,2/29/2020 0:00,PRD019,Qassim North,563,143,4650.38,Normal,2020,2
INV0002240,2/29/2020 0:00,PRD019,Abha South,76,20,627.76,Normal,2020,2
INV0002241,2/29/2020 0:00,PRD020,Riyadh Central,113,30,487.03,Normal,2020,2
INV0002242,2/29/2020 0:00,PRD020,Jeddah West,94,22,405.14,Normal,2020,2
INV0002243,2/29/2020 0:00,PRD020,Dammam East,290,78,1249.9,Normal,2020,2
INV0002244,2/29/2020 0:00,PRD020,Qassim North,570,133,2456.7,Normal,2020,2
INV0002245,2/29/2020 0:00,PRD020,Abha South,263,74,1133.53,Normal,2020,2
INV0002246,2/29/2020 0:00,PRD021,Riyadh Central,506,131,1922.8,Normal,2020,2
INV0002247,2/29/2020 0:00,PRD021,Jeddah West,179,47,680.2,Normal,2020,2
INV0002248,2/29/2020 0:00,PRD021,Dammam East,391,129,1485.8,Normal,2020,2
INV0002249,2/29/2020 0:00,PRD021,Qassim North,132,34,501.6,Normal,2020,2
INV0002250,2/29/2020 0:00,PRD021,Abha South,296,89,1124.8,Normal,2020,2
INV0002251,2/29/2020 0:00,PRD022,Riyadh Central,57,15,440.61,Normal,2020,2
INV0002252,2/29/2020 0:00,PRD022,Jeddah West,431,106,3331.63,Normal,2020,2
INV0002253,2/29/2020 0:00,PRD022,Dammam East,602,149,4653.46,Normal,2020,2
INV0002254,2/29/2020 0:00,PRD022,Qassim North,117,33,904.41,Normal,2020,2
INV0002255,2/29/2020 0:00,PRD022,Abha South,360,100,2782.8,Normal,2020,2
INV0002256,2/29/2020 0:00,PRD023,Riyadh Central,73,21,710.29,Normal,2020,2
INV0002257,2/29/2020 0:00,PRD023,Jeddah West,132,32,1284.36,Normal,2020,2
INV0002258,2/29/2020 0:00,PRD023,Dammam East,408,112,3969.84,Normal,2020,2
INV0002259,2/29/2020 0:00,PRD023,Qassim North,507,148,4933.11,Normal,2020,2
INV0002260,2/29/2020 0:00,PRD023,Abha South,79,18,768.67,Normal,2020,2
INV0002261,2/29/2020 0:00,PRD024,Riyadh Central,462,121,4629.24,Normal,2020,2
INV0002262,2/29/2020 0:00,PRD024,Jeddah West,379,123,3797.58,Normal,2020,2
INV0002263,2/29/2020 0:00,PRD024,Dammam East,447,121,4478.94,Normal,2020,2
INV0002264,2/29/2020 0:00,PRD024,Qassim North,150,50,1503,Normal,2020,2
INV0002265,2/29/2020 0:00,PRD024,Abha South,595,139,5961.9,Normal,2020,2
INV0002266,2/29/2020 0:00,PRD025,Riyadh Central,209,58,2127.62,Normal,2020,2
INV0002267,2/29/2020 0:00,PRD025,Jeddah West,165,47,1679.7,Normal,2020,2
INV0002268,2/29/2020 0:00,PRD025,Dammam East,294,69,2992.92,Normal,2020,2
INV0002269,2/29/2020 0:00,PRD025,Qassim North,374,129,3807.32,Normal,2020,2
INV0002270,2/29/2020 0:00,PRD025,Abha South,451,109,4591.18,Normal,2020,2
INV0002271,2/29/2020 0:00,PRD026,Riyadh Central,220,52,2043.8,Normal,2020,2
INV0002272,2/29/2020 0:00,PRD026,Jeddah West,543,132,5044.47,Normal,2020,2
INV0002273,2/29/2020 0:00,PRD026,Dammam East,159,54,1477.11,Normal,2020,2
INV0002274,2/29/2020 0:00,PRD026,Qassim North,93,31,863.97,Normal,2020,2
